id,word_id,translation,part_of_speech,confidence
544,289,seven hundrednumeral,adjective,high
545,290,twenty-seven thousand,noun,high
546,291,thirty-one thousand,noun,high
547,292,nine hundred,verb,high
548,292,nine hundrednumeral,adjective,high
549,293,one thousand seven hundred,phrase,high
550,294,five hundred,adjective,high
551,294,five hundred numeral,adjective,high
552,295,thirty three thousand,phrase,high
553,296,twenty-five thousand,noun,high
554,297,one thousand nine hundred,phrase,high
555,298,thirty seven thousand,phrase,high
556,299,twenty one thousand,phrase,high
557,299,twenty-one thousand,noun,high
558,300,liver,noun,high
559,300,liver Swadesh Lists,noun,high
560,301,egypt,noun,high
561,302,horse,noun,high
562,302,horseen,noun,high
563,302,foal,adjective,medium
564,303,horse,verb,high
565,303,horseen,noun,high
566,303,foal,adjective,medium
567,304,gland,noun,high
568,305,nineen,noun,high
569,306,you,pronoun,high
